Region	Site	Reference	Indicator	Latitude (¡N)	Longitude (¡E)	RSL (m)	RSL +1s	RSL -1s	Age (CE)	Age +2s	Age -2s
Spain	Urdaibai Estuary	Garcia-Artola et al. (2009)	foraminifera	43.372	-2.679	-0.19	0.14	0.14	1657	30	30
Spain	Urdaibai Estuary	Garcia-Artola et al. (2009)	foraminifera	43.372	-2.679	-0.15	0.15	0.15	1678	30	30
Spain	Urdaibai Estuary	Garcia-Artola et al. (2009)	foraminifera	43.372	-2.679	-0.22	0.14	0.14	1699	30	30
Spain	Urdaibai Estuary	Garcia-Artola et al. (2009)	foraminifera	43.372	-2.679	-0.08	0.16	0.16	1720	30	30
Spain	Urdaibai Estuary	Garcia-Artola et al. (2009)	foraminifera	43.372	-2.679	-0.16	0.14	0.14	1741	30	30
Spain	Urdaibai Estuary	Garcia-Artola et al. (2009)	foraminifera	43.372	-2.679	-0.26	0.14	0.14	1762	30	30
Spain	Urdaibai Estuary	Garcia-Artola et al. (2009)	foraminifera	43.372	-2.679	-0.27	0.16	0.16	1783	30	30
Spain	Urdaibai Estuary	Garcia-Artola et al. (2009)	foraminifera	43.372	-2.679	-0.18	0.14	0.14	1803	30	30
Spain	Urdaibai Estuary	Garcia-Artola et al. (2009)	foraminifera	43.372	-2.679	-0.11	0.15	0.15	1842	20	20
Spain	Urdaibai Estuary	Garcia-Artola et al. (2009)	foraminifera	43.372	-2.679	-0.1	0.15	0.15	1864	21	21
Spain	Urdaibai Estuary	Garcia-Artola et al. (2009)	foraminifera	43.372	-2.679	-0.06	0.14	0.14	1906	16	16
Spain	Urdaibai Estuary	Garcia-Artola et al. (2009)	foraminifera	43.372	-2.679	-0.12	0.14	0.14	1914	14	14
Spain	Urdaibai Estuary	Garcia-Artola et al. (2009)	foraminifera	43.372	-2.679	-0.08	0.15	0.15	1940	8	8
Spain	Urdaibai Estuary	Garcia-Artola et al. (2009)	foraminifera	43.372	-2.679	-0.02	0.15	0.15	1951	6	6
Spain	Urdaibai Estuary	Garcia-Artola et al. (2009)	foraminifera	43.372	-2.679	0.06	0.15	0.15	1959	5	5
Spain	Urdaibai Estuary	Garcia-Artola et al. (2009)	foraminifera	43.372	-2.679	-0.02	0.14	0.14	1975	4	4
Spain	Urdaibai Estuary	Garcia-Artola et al. (2009)	foraminifera	43.372	-2.679	0.15	0.16	0.16	1987	2	2
Spain	Urdaibai Estuary	Garcia-Artola et al. (2009)	foraminifera	43.372	-2.679	0.07	0.14	0.14	1999	1	1
Spain	Bilbao	Leorri et al. (2012)	foraminifera	43.42	-2.95	-2.19	0.32	0.32	-1075	175	175
Spain	Bilbao	Leorri et al. (2012)	foraminifera	43.42	-2.95	-3	0.8	0.8	-1073	83	83
Spain	Bilbao	Leorri et al. (2012)	foraminifera	43.42	-2.95	-2.4	1.02	1.02	730	95	95
Spain	Bilbao	Leorri et al. (2012)	foraminifera	43.42	-2.95	-1.83	1.55	1.55	795	145	145
Spain	Bilbao	Leorri et al. (2012)	foraminifera	43.42	-2.95	-0.8	0.75	0.75	1763	63	63
Spain	Urdaibai	Leorri et al. (2012)	foraminifera	43.42	-2.95	-3.44	0.8	0.8	-425	65	65
Spain	Urdaibai	Leorri et al. (2012)	foraminifera	43.42	-2.95	-1.96	0.33	0.33	-15	85	85
Spain	Urdaibai	Leorri et al. (2012)	foraminifera	43.42	-2.95	-3.36	0.36	0.36	485	85	85
Spain	Urdaibai	Leorri et al. (2012)	foraminifera	43.42	-2.95	0	0.75	0.75	1070	80	80
Spain	Urdaibai	Leorri et al. (2012)	foraminifera	43.42	-2.95	1.59	0.75	0.75	1655	145	145
South West England	Hallsands	Gehrels and Anderson (2014)	plants	50.24	-3.66	-3.74	0.14	0.14	-482	84	257
South West England	Thurlestone	Gehrels et al. (2011)	foraminifera	50.3	-3.85	-1.67	0.26	0.26	449	91	99
South West England	Thurlestone	Gehrels et al. (2011)	foraminifera	50.3	-3.85	-1.6	0.26	0.26	464	80	105
South West England	Thurlestone	Gehrels et al. (2011)	foraminifera	50.3	-3.85	-1.61	0.26	0.26	513	83	84
South West England	Thurlestone	Gehrels et al. (2011)	foraminifera	50.3	-3.85	-1.3	0.26	0.26	647	110	60
South West England	Thurlestone	Gehrels et al. (2011)	foraminifera	50.3	-3.85	-0.96	0.26	0.26	673	99	36
South West England	Thurlestone	Gehrels et al. (2011)	foraminifera	50.3	-3.85	-0.91	0.26	0.26	690	82	40
South West England	Thurlestone	Gehrels et al. (2011)	foraminifera	50.3	-3.85	-1.25	0.26	0.26	702	70	46
South West England	Thurlestone	Gehrels et al. (2011)	foraminifera	50.3	-3.85	-0.81	0.26	0.26	707	68	53
South West England	Thurlestone	Gehrels et al. (2011)	foraminifera	50.3	-3.85	-1.02	0.26	0.26	734	129	71
South West England	Thurlestone	Gehrels et al. (2011)	foraminifera	50.3	-3.85	-0.63	0.21	0.21	1448	167	34
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.93	-0.29	0.1	0.1	1821	30	30
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.93	-0.27	0.1	0.1	1827	15	15
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.93	-0.31	0.1	0.1	1858	16	16
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.93	-0.31	0.1	0.1	1871	10	10
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.93	-0.24	0.1	0.1	1887	13	13
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.93	-0.19	0.1	0.1	1894	11	11
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.93	-0.07	0.1	0.1	1922	9	9
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.93	-0.05	0.1	0.1	1925	9	9
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.93	-0.01	0.1	0.1	1936	8	8
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.93	-0.01	0.1	0.1	1936	8	8
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.93	0	0.1	0.1	1939	7	7
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.93	0.03	0.1	0.1	1948	4	4
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.93	0.04	0.1	0.1	1954	3	3
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.93	0	0.1	0.1	1959	2	2
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.93	0	0.1	0.1	1959	2	2
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.93	-0.03	0.1	0.1	1961	2	2
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.93	-0.03	0.1	0.1	1961	2	2
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.93	-0.01	0.1	0.1	1963	2	2
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.93	-0.01	0.1	0.1	1963	2	2
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.93	-0.01	0.1	0.1	1963	2	2
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.93	-0.04	0.1	0.1	1969	6	6
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.93	0.01	0.1	0.1	1978	10	10
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.93	0.01	0.1	0.1	1986	8	8
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.93	0.01	0.1	0.1	1986	8	8
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.93	0.01	0.1	0.1	1986	8	8
